Date,Close/Last,Volume,Open,High,Low
2019-01-08,103,31322920,$103.04 ,$103.97 ,$101.71 
2019-01-09,104,32261890,$103.86 ,$104.88 ,$103.24 
2019-01-10,104,29978930,$103.22 ,$103.75 ,$102.38 
2019-01-11,103,28235260,$103.19 ,$103.44 ,$101.64 
2019-01-14,102,27194560,$101.90 ,$102.87 ,$101.26 
2019-01-15,105,31537490,$102.51 ,$105.05 ,$101.88 
2019-01-16,105,29655860,$105.26 ,$106.26 ,$104.96 
2019-01-17,106,27151570,$105 ,$106.63 ,$104.76 
2019-01-18,108,37299850,$107.46 ,$107.90 ,$105.91 
2019-01-22,106,32092050,$106.75 ,$107.10 ,$104.86 
2019-01-23,107,25512110,$106.12 ,$107.04 ,$105.34 
2019-01-24,106,23125910,$106.86 ,$107 ,$105.34 
2019-01-25,107,31182240,$107.24 ,$107.88 ,$106.59 
2019-01-28,105,29402020,$106.26 ,$106.48 ,$104.66 
2019-01-29,103,31262200,$104.88 ,$104.97 ,$102.17 
2019-01-30,106,47203190,$104.62 ,$106.38 ,$104.33 
2019-01-31,104,55442870,$103.80 ,$105.22 ,$103.18 
2019-02-01,103,35243730,$103.78 ,$104.10 ,$102.35 
2019-02-04,106,31216260,$102.87 ,$105.80 ,$102.77 
2019-02-05,107,27270810,$106.06 ,$107.27 ,$105.96 
2019-02-06,106,20577980,$107 ,$107 ,$105.53 
2019-02-07,105,29735930,$105.19 ,$105.59 ,$104.29 
2019-02-08,106,21453990,$104.39 ,$105.78 ,$104.26 
2019-02-11,105,18753750,$106.20 ,$106.58 ,$104.97 
2019-02-12,107,25018670,$106.14 ,$107.14 ,$105.48 
2019-02-13,107,18337830,$107.50 ,$107.78 ,$106.71 
2019-02-14,107,21745770,$106.31 ,$107.29 ,$105.66 
2019-02-15,108,26589160,$107.91 ,$108.30 ,$107.36 
2019-02-19,108,17982860,$107.79 ,$108.66 ,$107.78 
2019-02-20,107,21603580,$107.86 ,$107.94 ,$106.29 
2019-02-21,109,28856200,$106.90 ,$109.48 ,$106.87 
2019-02-22,111,27746840,$110.05 ,$111.20 ,$109.82 
2019-02-25,112,23723500,$111.76 ,$112.18 ,$111.26 
2019-02-26,112,21513210,$111.26 ,$113.24 ,$111.17 
2019-02-27,112,21471170,$111.69 ,$112.36 ,$110.88 
2019-02-28,112,28948570,$112.04 ,$112.88 ,$111.73 
2019-03-01,113,20821260,$112.89 ,$113.02 ,$111.67 
2019-03-04,112,25869380,$113.02 ,$113.25 ,$110.80 
2019-03-05,112,19090780,$112.25 ,$112.39 ,$111.23 
2019-03-06,112,17651130,$111.87 ,$112.66 ,$111.43 
2019-03-07,110,25320540,$111.40 ,$111.55 ,$109.87 
2019-03-08,111,22803110,$109.16 ,$110.71 ,$108.80 
2019-03-11,113,24525610,$110.99 ,$112.95 ,$110.98 
2019-03-12,114,26103480,$112.82 ,$113.99 ,$112.65 
2019-03-13,115,35311160,$114.13 ,$115 ,$113.78 
2019-03-14,115,30414810,$114.54 ,$115.20 ,$114.33 
2019-03-15,116,54025470,$115.34 ,$117.25 ,$114.59 
2019-03-18,118,31098780,$116.17 ,$117.61 ,$116.05 
2019-03-19,118,35304130,$118.09 ,$118.44 ,$116.99 
2019-03-20,118,26110540,$117.39 ,$118.75 ,$116.71 
2019-03-21,120,29747140,$117.14 ,$120.82 ,$117.09 
2019-03-22,117,32346990,$119.50 ,$119.59 ,$117.04 
2019-03-25,118,26641480,$116.56 ,$118.01 ,$116.32 
2019-03-26,118,25986230,$118.62 ,$118.71 ,$116.85 
2019-03-27,117,22669440,$117.88 ,$118.21 ,$115.52 
2019-03-28,117,17527550,$117.44 ,$117.58 ,$116.13 
2019-03-29,118,25375220,$118.07 ,$118.32 ,$116.96 
2019-04-01,119,19885780,$118.95 ,$119.11 ,$118.10 
2019-04-02,119,16413430,$119.06 ,$119.48 ,$118.52 
2019-04-03,120,22354020,$119.86 ,$120.43 ,$119.15 
2019-04-04,119,20090610,$120.10 ,$120.23 ,$118.38 
2019-04-05,120,15737990,$119.39 ,$120.23 ,$119.37 
2019-04-08,120,15113170,$119.81 ,$120.02 ,$118.64 
2019-04-09,119,17275470,$118.63 ,$119.54 ,$118.58 
2019-04-10,120,14540330,$119.76 ,$120.35 ,$119.54 
2019-04-11,120,13758010,$120.54 ,$120.85 ,$119.92 
2019-04-12,121,19719730,$120.64 ,$120.98 ,$120.37 
2019-04-15,121,15526260,$120.94 ,$121.58 ,$120.57 
2019-04-16,121,14054870,$121.64 ,$121.65 ,$120.10 
2019-04-17,122,19012080,$121.24 ,$121.85 ,$120.54 
2019-04-18,123,27651970,$122.19 ,$123.52 ,$121.30 
2019-04-22,124,14825150,$122.62 ,$124 ,$122.57 
2019-04-23,125,23539620,$124.10 ,$125.58 ,$123.83 
2019-04-24,125,29919920,$125.79 ,$125.85 ,$124.52 
2019-04-25,129,37927120,$130.06 ,$131.37 ,$128.83 
2019-04-26,130,23306180,$129.70 ,$130.52 ,$129.02 
2019-04-29,130,16179580,$129.90 ,$130.18 ,$129.35 
2019-04-30,131,24041490,$129.81 ,$130.70 ,$129.39 
2019-05-01,128,26821690,$130.53 ,$130.65 ,$127.70 
2019-05-02,126,27350160,$127.98 ,$128 ,$125.52 
2019-05-03,129,24911130,$127.36 ,$129.43 ,$127.25 
2019-05-06,128,24239460,$126.39 ,$128.56 ,$126.11 
2019-05-07,126,36017660,$126.46 ,$127.18 ,$124.22 
2019-05-08,126,28419000,$125.44 ,$126.37 ,$124.75 
2019-05-09,126,27235840,$124.29 ,$125.79 ,$123.57 
2019-05-10,127,30915080,$124.91 ,$127.93 ,$123.82 
2019-05-13,123,33944920,$124.11 ,$125.55 ,$123.04 
2019-05-14,125,25266320,$123.87 ,$125.88 ,$123.70 
2019-05-15,126,24722710,$124.26 ,$126.71 ,$123.70 
2019-05-16,129,30112220,$126.75 ,$129.38 ,$126.46 
2019-05-17,128,25770540,$128.31 ,$130.46 ,$127.92 
2019-05-20,126,23706930,$126.52 ,$127.59 ,$125.76 
2019-05-21,127,15293260,$127.43 ,$127.53 ,$126.58 
2019-05-22,128,15396490,$126.62 ,$128.24 ,$126.52 
2019-05-23,126,23603810,$126.20 ,$126.29 ,$124.74 
2019-05-24,126,14123360,$126.91 ,$127.42 ,$125.97 
2019-05-28,126,23128360,$126.98 ,$128 ,$126.05 
2019-05-29,125,22763140,$125.38 ,$125.39 ,$124.04 
2019-05-30,126,16829610,$125.26 ,$125.76 ,$124.78 
2019-05-31,124,26646770,$124.23 ,$124.62 ,$123.32 
2019-06-03,120,37983640,$123.85 ,$124.37 ,$119.01 
2019-06-04,123,29382640,$121.28 ,$123.28 ,$120.65 
2019-06-05,126,24926140,$124.95 ,$125.87 ,$124.21 
2019-06-06,128,21458960,$126.44 ,$127.97 ,$125.60 
2019-06-07,131,33885590,$129.19 ,$132.25 ,$128.26 
2019-06-10,133,26477100,$132.40 ,$134.08 ,$132 
2019-06-11,132,23913730,$133.88 ,$134.24 ,$131.28 
2019-06-12,131,17092460,$131.40 ,$131.97 ,$130.71 
2019-06-13,132,17200850,$131.98 ,$132.67 ,$131.56 
2019-06-14,132,17821700,$132.26 ,$133.79 ,$131.64 
2019-06-17,133,14517790,$132.63 ,$133.73 ,$132.53 
2019-06-18,135,25934460,$134.19 ,$135.24 ,$133.57 
2019-06-19,136,23744440,$135 ,$135.93 ,$133.81 
2019-06-20,137,33042590,$137.45 ,$137.66 ,$135.72 
2019-06-21,137,36727890,$136.58 ,$137.73 ,$136.46 
2019-06-24,138,20628840,$137 ,$138.40 ,$137 
2019-06-25,133,33327420,$137.25 ,$137.59 ,$132.73 
2019-06-26,134,23657750,$134.35 ,$135.74 ,$133.60 
2019-06-27,134,16557480,$134.14 ,$134.71 ,$133.51 
2019-06-28,134,30042970,$134.57 ,$134.60 ,$133.16 
2019-07-01,136,22654160,$136.63 ,$136.70 ,$134.97 
2019-07-02,137,15237840,$136.12 ,$136.59 ,$135.34 
2019-07-03,137,13629300,$136.80 ,$137.74 ,$136.30 
2019-07-05,137,18141140,$135.94 ,$137.33 ,$135.72 
2019-07-08,137,16779750,$136.40 ,$137.10 ,$135.37 
2019-07-09,136,19953100,$136 ,$136.97 ,$135.80 
2019-07-10,138,24204360,$137.13 ,$138.58 ,$137.02 
2019-07-11,138,22327940,$138.20 ,$139.22 ,$137.87 
2019-07-12,139,18936830,$138.85 ,$139.13 ,$138.01 
2019-07-15,139,16651460,$139.44 ,$139.54 ,$138.46 
2019-07-16,137,22726130,$138.96 ,$139.05 ,$136.52 
2019-07-17,136,20210960,$137.70 ,$137.93 ,$136.22 
2019-07-18,136,30808710,$135.55 ,$136.62 ,$134.67 
2019-07-19,137,48992360,$140.22 ,$140.67 ,$136.45 
2019-07-22,138,25080760,$137.41 ,$139.19 ,$137.33 
2019-07-23,139,18034590,$139.76 ,$139.99 ,$138.03 
2019-07-24,141,20738280,$138.90 ,$140.74 ,$138.85 
2019-07-25,140,18356880,$140.43 ,$140.61 ,$139.32 
2019-07-26,141,19037600,$140.37 ,$141.68 ,$140.30 
2019-07-29,141,16605870,$141.50 ,$141.51 ,$139.37 
2019-07-30,140,16846530,$140.14 ,$141.22 ,$139.80 
2019-07-31,136,38598790,$140.33 ,$140.49 ,$135.08 
2019-08-01,138,40557500,$137 ,$140.94 ,$136.93 
2019-08-02,137,30791620,$138.09 ,$138.32 ,$135.26 
2019-08-05,132,42749550,$133.30 ,$133.93 ,$130.78 
2019-08-06,135,32696650,$133.80 ,$135.68 ,$133.21 
2019-08-07,135,33414540,$133.79 ,$135.65 ,$131.83 
2019-08-08,139,27496510,$136.60 ,$138.99 ,$135.93 
2019-08-09,138,23466700,$138.61 ,$139.38 ,$136.46 
2019-08-12,136,20484350,$137.07 ,$137.86 ,$135.24 
2019-08-13,139,25496590,$136.05 ,$138.80 ,$135 
2019-08-14,134,32527250,$136.36 ,$136.92 ,$133.67 
2019-08-15,134,28125420,$134.39 ,$134.58 ,$132.25 
2019-08-16,136,25026150,$134.88 ,$136.46 ,$134.72 
2019-08-19,138,24370540,$137.86 ,$138.55 ,$136.89 
2019-08-20,137,21189000,$138.21 ,$138.71 ,$137.24 
2019-08-21,139,14982310,$138.55 ,$139.49 ,$138 
2019-08-22,138,18709660,$138.66 ,$139.20 ,$136.29 
2019-08-23,133,38515390,$137.19 ,$138.35 ,$132.80 
2019-08-26,135,20325270,$134.99 ,$135.56 ,$133.90 
2019-08-27,136,23115640,$136.39 ,$136.72 ,$134.66 
2019-08-28,136,17410830,$134.88 ,$135.76 ,$133.55 
2019-08-29,138,20179720,$137.25 ,$138.44 ,$136.91 
2019-08-30,138,23946120,$139.15 ,$139.18 ,$136.27 
2019-09-03,136,18880770,$136.61 ,$137.20 ,$135.70 
2019-09-04,138,18015310,$137.30 ,$137.69 ,$136.48 
2019-09-05,140,26119520,$139.11 ,$140.38 ,$138.76 
2019-09-06,139,20824500,$140.03 ,$140.18 ,$138.20 
2019-09-09,138,25773930,$139.59 ,$139.75 ,$136.46 
2019-09-10,136,28903380,$136.80 ,$136.89 ,$134.51 
2019-09-11,136,24726120,$135.91 ,$136.27 ,$135.09 
2019-09-12,138,27009980,$137.85 ,$138.42 ,$136.87 
2019-09-13,137,23363060,$137.78 ,$138.06 ,$136.57 
2019-09-16,136,16731440,$135.83 ,$136.70 ,$135.66 
2019-09-17,137,17976290,$136.96 ,$137.52 ,$136.43 
2019-09-18,139,24473390,$137.36 ,$138.67 ,$136.53 
2019-09-19,141,36095410,$140.30 ,$142.37 ,$140.07 
2019-09-20,139,40040770,$141.01 ,$141.65 ,$138.25 
2019-09-23,139,17408370,$139.23 ,$139.63 ,$138.44 
2019-09-24,137,30016670,$140.36 ,$140.69 ,$136.88 
2019-09-25,139,22544050,$137.50 ,$139.96 ,$136.03 
2019-09-26,140,17813510,$139.44 ,$140.18 ,$138.44 
2019-09-27,138,22498960,$140.15 ,$140.36 ,$136.65 
2019-09-30,139,18430390,$138.05 ,$139.22 ,$137.78 
2019-10-01,137,22581930,$139.66 ,$140.25 ,$137 
2019-10-02,135,32001760,$136.25 ,$136.37 ,$133.58 
2019-10-03,136,26379800,$134.95 ,$136.75 ,$133.22 
2019-10-04,138,23839550,$136.75 ,$138.25 ,$136.42 
2019-10-07,137,16601280,$137.14 ,$138.18 ,$137.02 
2019-10-08,136,26783340,$137.08 ,$137.76 ,$135.62 
2019-10-09,138,20178480,$137.46 ,$138.70 ,$136.97 
2019-10-10,139,18396610,$138.49 ,$139.67 ,$138.25 
2019-10-11,140,25551070,$140.12 ,$141.03 ,$139.50 
2019-10-14,140,13591640,$139.69 ,$140.29 ,$139.52 
2019-10-15,142,19917760,$140.06 ,$141.79 ,$139.81 
2019-10-16,140,20841690,$140.79 ,$140.99 ,$139.53 
2019-10-17,140,22102800,$140.95 ,$141.42 ,$139.02 
2019-10-18,137,32284430,$139.76 ,$140 ,$136.56 
2019-10-21,138,20716040,$138.45 ,$138.50 ,$137.01 
2019-10-22,136,27935270,$138.97 ,$140.01 ,$136.26 
2019-10-23,137,31380310,$136.88 ,$137.45 ,$135.61 
2019-10-24,140,37278400,$139.39 ,$140.42 ,$138.67 
2019-10-25,141,25959720,$139.34 ,$141.14 ,$139.20 
2019-10-28,144,35280140,$144.40 ,$145.67 ,$143.51 
2019-10-29,143,20589470,$144.08 ,$144.50 ,$142.65 
2019-10-30,145,18496590,$143.52 ,$145 ,$142.79 
2019-10-31,143,24605140,$144.90 ,$144.93 ,$142.99 
2019-11-01,144,33128370,$144.26 ,$144.42 ,$142.97 
2019-11-04,145,16912000,$144.83 ,$145 ,$144.16 
2019-11-05,144,18250170,$144.97 ,$145.02 ,$143.91 
2019-11-06,144,16575800,$144.37 ,$144.52 ,$143.20 
2019-11-07,144,17786720,$143.84 ,$144.88 ,$143.77 
2019-11-08,146,16752940,$143.98 ,$145.99 ,$143.76 
2019-11-11,146,14370180,$145.34 ,$146.42 ,$144.73 
2019-11-12,147,18648710,$146.28 ,$147.57 ,$146.06 
2019-11-13,147,17444230,$146.74 ,$147.46 ,$146.28 
2019-11-14,148,19755100,$147.02 ,$148.41 ,$147 
2019-11-15,150,23508810,$148.93 ,$149.99 ,$148.27 
2019-11-18,150,21554760,$150.07 ,$150.55 ,$148.98 
2019-11-19,150,23960160,$150.88 ,$151.33 ,$150.20 
2019-11-20,150,25720060,$150.31 ,$150.84 ,$148.46 
2019-11-21,149,18576080,$149.40 ,$149.80 ,$148.50 
2019-11-22,150,15841680,$150.07 ,$150.30 ,$148.82 
2019-11-25,151,22428590,$150 ,$151.35 ,$149.92 
2019-11-26,152,24635100,$151.36 ,$152.42 ,$151.32 
2019-11-27,152,15201290,$152.33 ,$152.50 ,$151.52 
2019-11-29,151,11977300,$152.10 ,$152.30 ,$151.28 
2019-12-02,150,27473620,$151.81 ,$151.83 ,$148.32 
2019-12-03,149,25192150,$147.49 ,$149.43 ,$146.65 
2019-12-04,150,17580620,$150.14 ,$150.18 ,$149.20 
2019-12-05,150,17880600,$150.05 ,$150.32 ,$149.48 
2019-12-06,152,16410400,$150.99 ,$151.87 ,$150.27 
2019-12-09,151,16741350,$151.07 ,$152.21 ,$150.91 
2019-12-10,151,16481060,$151.29 ,$151.89 ,$150.77 
2019-12-11,152,18860000,$151.54 ,$151.87 ,$150.33 
2019-12-12,153,24645370,$151.65 ,$153.44 ,$151.02 
2019-12-13,155,23850060,$153.00 ,$154.89 ,$152.83 
2019-12-16,156,24152770,$155.11 ,$155.90 ,$154.82 
2019-12-17,155,25443530,$155.45 ,$155.71 ,$154.45 
2019-12-18,154,24132380,$154.30 ,$155.48 ,$154.18 
2019-12-19,156,25813830,$154 ,$155.77 ,$153.75 
2019-12-20,157,53599610,$157.35 ,$158.49 ,$156.29 
2019-12-23,157,17726280,$158.12 ,$158.12 ,$157.27 
2019-12-24,157,8989150,$157.48 ,$157.71 ,$157.12 
2019-12-26,159,14526930,$157.56 ,$158.73 ,$157.40 
2019-12-27,159,18414350,$159.45 ,$159.55 ,$158.22 
2019-12-30,158,16356720,$158.99 ,$159.02 ,$156.73 
2019-12-31,158,18393380,$156.77 ,$157.77 ,$156.45 
2020-01-02,161,22634550,$158.78 ,$160.73 ,$158.33 
2020-01-03,159,21121680,$158.32 ,$159.95 ,$158.06 
2020-01-06,159,20826700,$157.08 ,$159.10 ,$156.51 
2020-01-07,158,21881740,$159.32 ,$159.67 ,$157.32 
2020-01-08,160,27762030,$158.93 ,$160.80 ,$157.95 
2020-01-09,162,21399950,$161.84 ,$162.22 ,$161.03 
2020-01-10,161,20733950,$162.82 ,$163.22 ,$161.18 
2020-01-13,163,21637010,$161.76 ,$163.31 ,$161.26 
2020-01-14,162,23500780,$163.39 ,$163.60 ,$161.72 
2020-01-15,163,21417870,$162.62 ,$163.94 ,$162.57 
2020-01-16,166,23865360,$164.35 ,$166.24 ,$164.03 
2020-01-17,167,34371660,$167.42 ,$167.47 ,$165.43 
2020-01-21,167,29517190,$166.68 ,$168.19 ,$166.43 
2020-01-22,166,24138780,$167.40 ,$167.49 ,$165.68 
2020-01-23,167,19680770,$166.19 ,$166.80 ,$165.27 
2020-01-24,165,24918120,$167.51 ,$167.53 ,$164.45 
2020-01-27,162,32078070,$161.15 ,$163.38 ,$160.20 
2020-01-28,165,24899940,$163.78 ,$165.76 ,$163.07 
2020-01-29,168,35127770,$167.84 ,$168.75 ,$165.69 
2020-01-30,173,51597470,$174.05 ,$174.05 ,$170.79 
2020-01-31,170,36142690,$172.21 ,$172.40 ,$169.58 
2020-02-03,174,30149050,$170.43 ,$174.50 ,$170.40 
2020-02-04,180,36433340,$177.14 ,$180.64 ,$176.31 
2020-02-05,180,39186320,$184.03 ,$184.20 ,$178.41 
2020-02-06,184,27751380,$180.97 ,$183.82 ,$180.06 
2020-02-07,184,33529070,$182.85 ,$185.63 ,$182.48 
2020-02-10,189,35844270,$183.58 ,$188.84 ,$183.25 
2020-02-11,184,53159910,$190.65 ,$190.70 ,$183.50 
2020-02-12,185,47062920,$185.58 ,$185.85 ,$181.85 
2020-02-13,184,35295830,$183.08 ,$186.23 ,$182.87 
2020-02-14,185,23149520,$183.25 ,$185.41 ,$182.65 
2020-02-18,187,27853110,$185.61 ,$187.70 ,$185.50 
2020-02-19,187,29997470,$188.06 ,$188.18 ,$186.47 
2020-02-20,184,36862380,$186.95 ,$187.25 ,$181.10 
2020-02-21,179,48600390,$183.17 ,$183.50 ,$177.25 
2020-02-24,171,68311070,$167.77 ,$174.55 ,$163.23 
2020-02-25,168,68073300,$174.20 ,$174.84 ,$167.65 
2020-02-26,170,56387150,$169.71 ,$173.26 ,$168.21 
2020-02-27,158,93174910,$163.32 ,$167.03 ,$157.98 
2020-02-28,162,97073560,$152.41 ,$163.71 ,$152 
2020-03-02,173,71030810,$165.31 ,$172.92 ,$162.31 
2020-03-03,165,71677020,$173.80 ,$175 ,$162.26 
2020-03-04,171,49814380,$168.49 ,$170.70 ,$165.62 
2020-03-05,166,47817250,$166.05 ,$170.87 ,$165.69 
2020-03-06,162,72821060,$162.61 ,$163.11 ,$156 
2020-03-09,151,70419270,$151 ,$157.75 ,$150 
2020-03-10,161,65354390,$158.16 ,$161.03 ,$152.58 
2020-03-11,154,56504300,$157.13 ,$157.70 ,$151.15 
2020-03-12,139,93226370,$145.30 ,$153.47 ,$138.58 
2020-03-13,159,92727450,$147.50 ,$161.91 ,$140.73 
2020-03-16,135,87905870,$140 ,$149.35 ,$135 
2020-03-17,147,81059820,$140 ,$147.50 ,$135 
2020-03-18,140,81593170,$138 ,$146 ,$135.02 
2020-03-19,143,85922660,$142.77 ,$150.15 ,$139 
2020-03-20,137,84866220,$146 ,$147.10 ,$135.86 
2020-03-23,136,78975180,$137.01 ,$140.57 ,$132.52 
2020-03-24,148,82516730,$143.75 ,$149.60 ,$141.27 
